Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019]
Middle East & North Africa (excluding high income),MNA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.5408258273097,26.5602406353135
Middle East & North Africa (IDA & IBRD countries),TMN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.6981153600493,26.6938139833511
Middle income,MIC,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.6770202978368,22.8959461106879
North America,NAC,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,13.843935175664,13.3480607298892
Not classified,INX,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..
OECD members,OED,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,28.6263852109567,28.006257163164
Other small states,OSS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,71.3432459967212,71.9239162327564
Pacific island small states,PSS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.1976899776141,42.3231171267953
Post-demographic dividend,PST,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.7019557135872,28.8580306779946
Pre-demographic dividend,PRE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,25.4790899783628,23.2505864581158
Small states,SST,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,66.3627589818467,66.7400605019595
South Asia,SAS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,17.9700620807116,17.2173067158903
South Asia (IDA & IBRD),TSA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,17.9700620807116,17.2173067158903
Sub-Saharan Africa,SSF,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,24.5536033422344,22.9840707491069
Sub-Saharan Africa (excluding high income),SSA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,24.4795111686845,22.9121729193751
Sub-Saharan Africa (IDA & IBRD countries),TSS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,24.5536033422344,22.9840707491069
Upper middle income,UMC,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.5146333628986,22.7072304923577
World,WLD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.1440727563981,28.2735718596606
,,,,,
,,,,,
,,,,,
Data from database: World Development Indicators,,,,,
Last Updated: 09/19/2024,,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,Statistical concept and methodology,Limitations and exceptions,License URL
NE.EXP.GNFS.ZS,CC BY-4.0,Exports of goods and services (% of GDP),"Exports of goods and services represent the value of all goods and other market services provided to the rest of the world. They include the value of merchandise, freight, insurance, transport, travel, royalties, license fees, and other services, such as communication, construction, financial, information, business, personal, and government services. They exclude compensation of employees and investment income (formerly called factor services) and transfer payments.","World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Shares of GDP & other,Annual,Weighted average,"Gross domestic product (GDP) from the expenditure side is made up of household final consumption expenditure, general government final consumption expenditure, gross capital formation (private and public investment in fixed assets, changes in inventories, and net acquisitions of valuables), and net exports (exports minus imports) of goods and services. Such expenditures are recorded in purchaser prices and include net taxes on products.","Because policymakers have tended to focus on fostering the growth of output, and because data on production are easier to collect than data on spending, many countries generate their primary estimate of GDP using the production approach. Moreover, many countries do not estimate all the components of national expenditures but instead derive some of the main aggregates indirectly using GDP (based on the production approach) as the control total.

Data on exports and imports are compiled from customs reports and balance of payments data. Although the data from the payments side provide reasonably reliable records of cross-border transactions, they may not adhere strictly to the appropriate definitions of valuation and timing used in the balance of payments or corresponds to the change-of ownership criterion. This issue has assumed greater significance with the increasing globalization of international business. Neither customs nor balance of payments data usually capture the illegal transactions that occur in many countries. Goods carried by travelers across borders in legal but unreported shuttle trade may further distort trade statistics.",https://datacatalog.worldbank.org/public-licenses#cc-by
